timestamp,bus_id,house_count,solar_mw,demand_mw,micro_price,battery_soc_pct,grid_frequency_hz
2026-09-13T00:21:51.735000+00:00,BUS-05,100,0.0,1.2081,5.035,52.175,49.9804
2026-09-13T00:22:01.735000+00:00,BUS-05,100,0.0,1.211,5.0073,52.202,49.9802
2026-09-13T00:22:11.735000+00:00,BUS-05,100,0.0,1.2055,5.0569,52.227,49.9868
2026-09-13T00:22:21.735000+00:00,BUS-05,100,0.0,1.2028,5.0497,52.253,49.9836
2026-09-13T00:22:31.735000+00:00,BUS-05,100,0.0,1.2008,5.0015,52.279,49.9836
2026-09-13T00:22:41.735000+00:00,BUS-05,100,0.0,1.2061,5.0096,52.305,49.9865
2026-09-13T00:22:51.735000+00:00,BUS-05,100,0.0,1.1941,5.0125,52.331,49.9825
2026-09-13T00:23:01.735000+00:00,BUS-05,100,0.0,1.18,5.0536,52.358,49.986
2026-09-13T00:23:11.735000+00:00,BUS-05,100,0.0,1.1816,5.0107,52.384,49.9866
2026-09-13T00:23:21.735000+00:00,BUS-05,100,0.0,1.1609,5.0538,52.411,49.9794
2026-09-13T00:23:31.735000+00:00,BUS-05,100,0.0,1.1678,5.0804,52.437,49.9788
2026-09-13T00:23:41.735000+00:00,BUS-05,100,0.0,1.1804,5.1112,52.464,49.9811
2026-09-13T00:23:51.735000+00:00,BUS-05,100,0.0,1.1875,5.1279,52.49,49.9793
2026-09-13T00:24:01.735000+00:00,BUS-05,100,0.0,1.2011,5.1331,52.516,49.9806
2026-09-13T00:24:11.735000+00:00,BUS-05,100,0.0,1.1886,5.1029,52.542,49.9848
2026-09-13T00:24:21.735000+00:00,BUS-05,100,0.0,1.1872,5.0911,52.568,49.9799
2026-09-13T00:24:31.735000+00:00,BUS-05,100,0.0,1.1867,5.0945,52.595,49.9806
2026-09-13T00:24:41.735000+00:00,BUS-05,100,0.0,1.191,5.0422,52.622,49.9761
2026-09-13T00:24:51.735000+00:00,BUS-05,100,0.0,1.1859,5.0434,52.648,49.9784
2026-09-13T00:25:01.735000+00:00,BUS-05,100,0.0,1.1756,5.043,52.674,49.9708
2026-09-13T00:25:11.735000+00:00,BUS-05,100,0.0,1.1757,5.0146,52.7,49.9785
2026-09-13T00:25:21.735000+00:00,BUS-05,100,0.0,1.1684,4.9891,52.727,49.978
2026-09-13T00:25:31.735000+00:00,BUS-05,100,0.0,1.169,5.0239,52.753,49.9822
2026-09-13T00:25:41.735000+00:00,BUS-05,100,0.0,1.1659,5.0406,52.78,49.9827
2026-09-13T00:25:51.735000+00:00,BUS-05,100,0.0,1.174,5.0524,52.805,49.9833
2026-09-13T00:26:01.735000+00:00,BUS-05,100,0.0,1.1714,5.0573,52.832,49.9795
2026-09-13T00:26:11.735000+00:00,BUS-05,100,0.0,1.154,5.0609,52.858,49.9803
2026-09-13T00:26:21.735000+00:00,BUS-05,100,0.0,1.1451,5.0815,52.885,49.9792
2026-09-13T00:26:31.735000+00:00,BUS-05,100,0.0,1.1425,4.9901,52.911,49.9842
2026-09-13T00:26:41.735000+00:00,BUS-05,100,0.0,1.1306,4.9656,52.938,49.9909
2026-09-13T00:26:51.735000+00:00,BUS-05,100,0.0,1.1218,5.0206,52.965,49.9921
2026-09-13T00:27:01.735000+00:00,BUS-05,100,0.0,1.1368,5.0084,52.991,49.9839
2026-09-13T00:27:11.735000+00:00,BUS-05,100,0.0,1.1345,4.9837,53.019,49.9858
2026-09-13T00:27:21.735000+00:00,BUS-05,100,0.0,1.1421,4.9909,53.046,49.9881
2026-09-13T00:27:31.735000+00:00,BUS-05,100,0.0,1.1533,4.978,53.073,49.9926
2026-09-13T00:27:41.735000+00:00,BUS-05,100,0.0,1.1275,4.9805,53.098,49.9941
2026-09-13T00:27:51.735000+00:00,BUS-05,100,0.0,1.1443,4.9669,53.125,49.9947
2026-09-13T00:28:01.735000+00:00,BUS-05,100,0.0,1.146,5.0095,53.151,49.9909
2026-09-13T00:28:11.735000+00:00,BUS-05,100,0.0,1.1477,5.0332,53.178,49.9863
2026-09-13T00:28:21.735000+00:00,BUS-05,100,0.0,1.1546,5.0453,53.204,49.9891
2026-09-13T00:28:31.735000+00:00,BUS-05,100,0.0,1.16,5.0732,53.231,49.9947
2026-09-13T00:28:41.735000+00:00,BUS-05,100,0.0,1.1654,5.1324,53.257,49.997
2026-09-13T00:28:51.735000+00:00,BUS-05,100,0.0,1.1732,5.1015,53.283,49.9943
2026-09-13T00:29:01.735000+00:00,BUS-05,100,0.0,1.1884,5.1192,53.309,49.9892
2026-09-13T00:29:11.735000+00:00,BUS-05,100,0.0,1.1949,5.107,53.335,49.9913
2026-09-13T00:29:21.735000+00:00,BUS-05,100,0.0,1.1955,5.0634,53.362,49.9915
2026-09-13T00:29:31.735000+00:00,BUS-05,100,0.0,1.1957,5.0697,53.388,49.9936
2026-09-13T00:29:41.735000+00:00,BUS-05,100,0.0,1.1969,5.0775,53.414,49.995
2026-09-13T00:29:51.735000+00:00,BUS-05,100,0.0,1.1951,5.0659,53.441,50.0
2026-09-13T00:30:01.735000+00:00,BUS-05,100,0.0,1.1996,5.0701,53.467,50.003
2026-09-13T00:30:11.735000+00:00,BUS-05,100,0.0,1.204,5.0502,53.493,49.9968
2026-09-13T00:30:21.735000+00:00,BUS-05,100,0.0,1.206,5.0019,53.52,50.0014
2026-09-13T00:30:31.735000+00:00,BUS-05,100,0.0,1.2063,5.0107,53.546,49.9936
2026-09-13T00:30:41.735000+00:00,BUS-05,100,0.0,1.2061,5.0211,53.572,49.9977
2026-09-13T00:30:51.735000+00:00,BUS-05,100,0.0,1.2177,5.0641,53.598,49.9984
2026-09-13T00:31:01.735000+00:00,BUS-05,100,0.0,1.2092,5.0653,53.625,49.9961
2026-09-13T00:31:11.735000+00:00,BUS-05,100,0.0,1.2095,5.0374,53.651,49.9911
2026-09-13T00:31:21.735000+00:00,BUS-05,100,0.0,1.2067,5.0437,53.677,49.9902
2026-09-13T00:31:31.735000+00:00,BUS-05,100,0.0,1.2039,4.987,53.703,49.9949
2026-09-13T00:31:41.735000+00:00,BUS-05,100,0.0,1.2037,5.0044,53.728,49.9918
2026-09-13T00:31:51.735000+00:00,BUS-05,100,0.0,1.1998,5.0325,53.755,49.9951
2026-09-13T00:32:01.735000+00:00,BUS-05,100,0.0,1.2009,5.0249,53.781,49.9884
2026-09-13T00:32:11.735000+00:00,BUS-05,100,0.0,1.1864,5.0037,53.807,49.9955
2026-09-13T00:32:21.735000+00:00,BUS-05,100,0.0,1.1688,4.996,53.833,49.9884
2026-09-13T00:32:31.735000+00:00,BUS-05,100,0.0,1.1743,4.9967,53.86,49.9906
2026-09-13T00:32:41.735000+00:00,BUS-05,100,0.0,1.1791,4.9678,53.886,49.9941
2026-09-13T00:32:51.735000+00:00,BUS-05,100,0.0,1.199,4.9974,53.912,49.9888
2026-09-13T00:33:01.735000+00:00,BUS-05,100,0.0,1.198,4.9705,53.938,49.985
2026-09-13T00:33:11.735000+00:00,BUS-05,100,0.0,1.1935,5.0208,53.964,49.9796
2026-09-13T00:33:21.735000+00:00,BUS-05,100,0.0,1.2065,4.94,53.99,49.9832
2026-09-13T00:33:31.735000+00:00,BUS-05,100,0.0,1.2006,4.9597,54.017,49.979
2026-09-13T00:33:41.735000+00:00,BUS-05,100,0.0,1.193,4.9553,54.043,49.9859
2026-09-13T00:33:51.735000+00:00,BUS-05,100,0.0,1.1882,4.9581,54.069,49.9787
2026-09-13T00:34:01.735000+00:00,BUS-05,100,0.0,1.2034,4.9299,54.095,49.9767
2026-09-13T00:34:11.735000+00:00,BUS-05,100,0.0,1.1986,4.9622,54.122,49.9759
2026-09-13T00:34:21.735000+00:00,BUS-05,100,0.0,1.205,4.9738,54.148,49.9826
2026-09-13T00:34:31.735000+00:00,BUS-05,100,0.0,1.205,4.9893,54.174,49.982
2026-09-13T00:34:41.735000+00:00,BUS-05,100,0.0,1.2124,4.9589,54.201,49.9822
2026-09-13T00:34:51.735000+00:00,BUS-05,100,0.0,1.2076,5.0295,54.226,49.986
2026-09-13T00:35:01.735000+00:00,BUS-05,100,0.0,1.1979,4.9956,54.251,49.989
2026-09-13T00:35:11.735000+00:00,BUS-05,100,0.0,1.2098,4.94,54.277,49.9918
2026-09-13T00:35:21.735000+00:00,BUS-05,100,0.0,1.227,4.9658,54.303,49.9957
2026-09-13T00:35:31.735000+00:00,BUS-05,100,0.0,1.2106,4.9559,54.33,49.9885
2026-09-13T00:35:41.735000+00:00,BUS-05,100,0.0,1.1998,4.9883,54.356,49.9958
2026-09-13T00:35:51.735000+00:00,BUS-05,100,0.0,1.1977,5.0175,54.382,49.9927
2026-09-13T00:36:01.735000+00:00,BUS-05,100,0.0,1.1908,5.0587,54.408,49.9943
2026-09-13T00:36:11.735000+00:00,BUS-05,100,0.0,1.1958,5.031,54.434,49.9924
2026-09-13T00:36:21.735000+00:00,BUS-05,100,0.0,1.2042,5.0347,54.46,49.9969
2026-09-13T00:36:31.735000+00:00,BUS-05,100,0.0,1.212,5.0619,54.486,49.9971
2026-09-13T00:36:41.735000+00:00,BUS-05,100,0.0,1.2255,5.0563,54.511,49.9951
2026-09-13T00:36:51.735000+00:00,BUS-05,100,0.0,1.2138,5.0179,54.537,50.0002
2026-09-13T00:37:01.735000+00:00,BUS-05,100,0.0,1.231,5.012,54.562,49.9929
2026-09-13T00:37:11.735000+00:00,BUS-05,100,0.0,1.2247,5.0124,54.589,49.9948
2026-09-13T00:37:21.735000+00:00,BUS-05,100,0.0,1.2449,5.0207,54.615,49.9902
2026-09-13T00:37:31.735000+00:00,BUS-05,100,0.0,1.2429,5.0723,54.64,49.9953
2026-09-13T00:37:41.735000+00:00,BUS-05,100,0.0,1.2496,5.0386,54.666,49.9905
2026-09-13T00:37:51.735000+00:00,BUS-05,100,0.0,1.2464,4.9817,54.691,49.9945
2026-09-13T00:38:01.735000+00:00,BUS-05,100,0.0,1.2578,4.9912,54.717,49.9995
2026-09-13T00:38:11.735000+00:00,BUS-05,100,0.0,1.2598,4.9769,54.742,49.9975
2026-09-13T00:38:21.735000+00:00,BUS-05,100,0.0,1.2603,5.0218,54.768,49.9981
2026-09-13T00:38:31.735000+00:00,BUS-05,100,0.0,1.2442,5.0411,54.793,50.0015
2026-09-13T00:38:41.735000+00:00,BUS-05,100,0.0,1.2404,4.9853,54.818,50.0067
2026-09-13T00:38:51.735000+00:00,BUS-05,100,0.0,1.2416,5.0232,54.844,49.999
2026-09-13T00:39:01.735000+00:00,BUS-05,100,0.0,1.2393,5.0394,54.869,49.9932
2026-09-13T00:39:11.735000+00:00,BUS-05,100,0.0,1.226,5.0181,54.895,49.9939
2026-09-13T00:39:21.735000+00:00,BUS-05,100,0.0,1.2243,5.0369,54.921,49.9953
2026-09-13T00:39:31.735000+00:00,BUS-05,100,0.0,1.2251,5.0027,54.947,49.9865
2026-09-13T00:39:41.735000+00:00,BUS-05,100,0.0,1.222,4.9302,54.973,49.9858
2026-09-13T00:39:51.735000+00:00,BUS-05,100,0.0,1.2239,4.9451,54.999,49.9819
2026-09-13T00:40:01.735000+00:00,BUS-05,100,0.0,1.2372,4.9326,55.025,49.9816
2026-09-13T00:40:11.735000+00:00,BUS-05,100,0.0,1.2277,4.9721,55.051,49.9792
2026-09-13T00:40:21.735000+00:00,BUS-05,100,0.0,1.2203,4.9721,55.077,49.9793
2026-09-13T00:40:31.735000+00:00,BUS-05,100,0.0,1.2082,4.9849,55.103,49.9807
2026-09-13T00:40:41.735000+00:00,BUS-05,100,0.0,1.2057,4.9656,55.129,49.9762
2026-09-13T00:40:51.735000+00:00,BUS-05,100,0.0,1.2087,5.0094,55.155,49.9743
2026-09-13T00:41:01.735000+00:00,BUS-05,100,0.0,1.2174,4.9713,55.181,49.9696
2026-09-13T00:41:11.735000+00:00,BUS-05,100,0.0,1.2208,4.9651,55.207,49.9669
2026-09-13T00:41:21.735000+00:00,BUS-05,100,0.0,1.2061,5.0081,55.233,49.9697
2026-09-13T00:41:31.735000+00:00,BUS-05,100,0.0,1.2034,4.9972,55.26,49.9734
2026-09-13T00:41:41.735000+00:00,BUS-05,100,0.0,1.1959,5.0005,55.286,49.9794
2026-09-13T00:41:51.735000+00:00,BUS-05,100,0.0,1.2114,5.0453,55.312,49.9766
2026-09-13T00:42:01.735000+00:00,BUS-05,100,0.0,1.2213,5.0471,55.338,49.9765
2026-09-13T00:42:11.735000+00:00,BUS-05,100,0.0,1.2264,5.0368,55.364,49.982
2026-09-13T00:42:21.735000+00:00,BUS-05,100,0.0,1.2373,5.0127,55.39,49.9759
2026-09-13T00:42:31.735000+00:00,BUS-05,100,0.0,1.2367,4.9764,55.415,49.9841
2026-09-13T00:42:41.735000+00:00,BUS-05,100,0.0,1.2349,4.9906,55.441,49.9778
2026-09-13T00:42:51.735000+00:00,BUS-05,100,0.0,1.2176,5.0172,55.467,49.9776
2026-09-13T00:43:01.735000+00:00,BUS-05,100,0.0,1.2285,4.9741,55.493,49.9793
2026-09-13T00:43:11.735000+00:00,BUS-05,100,0.0,1.212,5.0054,55.519,49.9817
2026-09-13T00:43:21.735000+00:00,BUS-05,100,0.0,1.2134,5.059,55.545,49.9728
2026-09-13T00:43:31.735000+00:00,BUS-05,100,0.0,1.2152,5.093,55.571,49.9649
2026-09-13T00:43:41.735000+00:00,BUS-05,100,0.0,1.2156,5.073,55.597,49.9616
2026-09-13T00:43:51.735000+00:00,BUS-05,100,0.0,1.2333,5.0351,55.622,49.9616
2026-09-13T00:44:01.735000+00:00,BUS-05,100,0.0,1.2314,5.0332,55.648,49.9677
2026-09-13T00:44:11.735000+00:00,BUS-05,100,0.0,1.2309,5.0041,55.674,49.9642
2026-09-13T00:44:21.735000+00:00,BUS-05,100,0.0,1.2323,4.9939,55.7,49.9638
2026-09-13T00:44:31.735000+00:00,BUS-05,100,0.0,1.2368,4.9742,55.727,49.9662
2026-09-13T00:44:41.735000+00:00,BUS-05,100,0.0,1.2248,4.9443,55.753,49.9716
2026-09-13T00:44:51.735000+00:00,BUS-05,100,0.0,1.2242,5.0121,55.779,49.9742
2026-09-13T00:45:01.735000+00:00,BUS-05,100,0.0,1.237,4.9846,55.805,49.9712
2026-09-13T00:45:11.735000+00:00,BUS-05,100,0.0,1.2199,5.0158,55.831,49.9728
2026-09-13T00:45:21.735000+00:00,BUS-05,100,0.0,1.2158,4.9965,55.857,49.9723
2026-09-13T00:45:31.735000+00:00,BUS-05,100,0.0,1.2111,4.9979,55.882,49.9737
2026-09-13T00:45:41.735000+00:00,BUS-05,100,0.0,1.1916,5.013,55.909,49.9732
2026-09-13T00:45:51.735000+00:00,BUS-05,100,0.0,1.1895,5.0323,55.935,49.9771
2026-09-13T00:46:01.735000+00:00,BUS-05,100,0.0,1.205,5.0187,55.961,49.978
2026-09-13T00:46:11.735000+00:00,BUS-05,100,0.0,1.2056,4.9956,55.987,49.9751
2026-09-13T00:46:21.735000+00:00,BUS-05,100,0.0,1.1909,4.9732,56.013,49.9719
2026-09-13T00:46:31.735000+00:00,BUS-05,100,0.0,1.1936,4.9748,56.039,49.9705
2026-09-13T00:46:41.735000+00:00,BUS-05,100,0.0,1.1805,4.9875,56.065,49.9762
2026-09-13T00:46:51.735000+00:00,BUS-05,100,0.0,1.188,4.9809,56.091,49.9749
2026-09-13T00:47:01.735000+00:00,BUS-05,100,0.0,1.171,4.9302,56.118,49.9696
2026-09-13T00:47:11.735000+00:00,BUS-05,100,0.0,1.1735,4.9782,56.145,49.972
2026-09-13T00:47:21.735000+00:00,BUS-05,100,0.0,1.1673,4.9586,56.17,49.9712
2026-09-13T00:47:31.735000+00:00,BUS-05,100,0.0,1.1586,4.9371,56.197,49.9722
2026-09-13T00:47:41.735000+00:00,BUS-05,100,0.0,1.1621,4.9088,56.224,49.9756
2026-09-13T00:47:51.735000+00:00,BUS-05,100,0.0,1.1347,4.8472,56.251,49.9711
2026-09-13T00:48:01.735000+00:00,BUS-05,100,0.0,1.1488,4.8805,56.277,49.9684
2026-09-13T00:48:11.735000+00:00,BUS-05,100,0.0,1.1475,4.9221,56.304,49.9766
2026-09-13T00:48:21.735000+00:00,BUS-05,100,0.0,1.1424,4.8942,56.33,49.9689
2026-09-13T00:48:31.735000+00:00,BUS-05,100,0.0,1.1366,4.8537,56.358,49.9717
2026-09-13T00:48:41.735000+00:00,BUS-05,100,0.0,1.1299,4.832,56.384,49.9709
2026-09-13T00:48:51.735000+00:00,BUS-05,100,0.0,1.1311,4.84,56.411,49.9721
2026-09-13T00:49:01.735000+00:00,BUS-05,100,0.0,1.1316,4.8738,56.438,49.9766
2026-09-13T00:49:11.735000+00:00,BUS-05,100,0.0,1.1398,4.86,56.464,49.9765
2026-09-13T00:49:21.735000+00:00,BUS-05,100,0.0,1.1354,4.8479,56.491,49.9797
2026-09-13T00:49:31.735000+00:00,BUS-05,100,0.0,1.1424,4.884,56.517,49.9891
2026-09-13T00:49:41.735000+00:00,BUS-05,100,0.0,1.1477,4.8601,56.544,49.9843
2026-09-13T00:49:51.735000+00:00,BUS-05,100,0.0,1.1674,4.8995,56.57,49.9849
2026-09-13T00:50:01.735000+00:00,BUS-05,100,0.0,1.1736,4.8821,56.597,49.9847
2026-09-13T00:50:11.735000+00:00,BUS-05,100,0.0,1.1499,4.8306,56.623,49.9831
2026-09-13T00:50:21.735000+00:00,BUS-05,100,0.0,1.1595,4.8469,56.65,49.9845
2026-09-13T00:50:31.735000+00:00,BUS-05,100,0.0,1.1542,4.892,56.676,49.9867
2026-09-13T00:50:41.735000+00:00,BUS-05,100,0.0,1.1447,4.8707,56.703,49.9891
2026-09-13T00:50:51.735000+00:00,BUS-05,100,0.0,1.137,4.8305,56.731,49.9904
2026-09-13T00:51:01.735000+00:00,BUS-05,100,0.0,1.1398,4.8446,56.757,49.9844
2026-09-13T00:51:11.735000+00:00,BUS-05,100,0.0,1.1305,4.8264,56.784,49.981
2026-09-13T00:51:21.735000+00:00,BUS-05,100,0.0,1.1355,4.8588,56.811,49.9796
2026-09-13T00:51:31.735000+00:00,BUS-05,100,0.0,1.1448,4.8702,56.838,49.9833
2026-09-13T00:51:41.735000+00:00,BUS-05,100,0.0,1.1623,4.8671,56.863,49.9865
2026-09-13T00:51:51.735000+00:00,BUS-05,100,0.0,1.1542,4.8591,56.89,49.9885
2026-09-13T00:52:01.735000+00:00,BUS-05,100,0.0,1.154,4.8885,56.917,49.9914
2026-09-13T00:52:11.735000+00:00,BUS-05,100,0.0,1.1569,4.9038,56.943,49.9887
2026-09-13T00:52:21.735000+00:00,BUS-05,100,0.0,1.1815,4.9406,56.969,49.9868
2026-09-13T00:52:31.735000+00:00,BUS-05,100,0.0,1.1945,4.9599,56.995,49.9881
2026-09-13T00:52:41.735000+00:00,BUS-05,100,0.0,1.2038,4.9214,57.022,49.9907
2026-09-13T00:52:51.735000+00:00,BUS-05,100,0.0,1.2094,4.8804,57.047,49.9871
2026-09-13T00:53:01.735000+00:00,BUS-05,100,0.0,1.215,4.8567,57.074,49.98
2026-09-13T00:53:11.735000+00:00,BUS-05,100,0.0,1.2039,4.8434,57.099,49.9809
2026-09-13T00:53:21.735000+00:00,BUS-05,100,0.0,1.2001,4.8781,57.126,49.9774
2026-09-13T00:53:31.735000+00:00,BUS-05,100,0.0,1.1956,4.859,57.152,49.9746
